Name,Variety,Flavors,Producer Country
000 - FINCA ESPERANZA,"Field Blend, Caturra, Catuaí, Sarchimor And Java","Tropical Fruit, Sweet Cream, Tamarind, Caramel, Milk Chocolate, Orange, Citrus",Guatemala
Villa Lucía | Extended Semi-Washed | Castillo + Colombia,Castillo + Colombia,"Dried Fruit, Fermented",Colombia
Mariposa Lot 1 - Colombia,Bourbon & Gesha,"Stone Fruit, Apricot, Citrus",Colombia
Los Naranjos,"Caturra, Colombia, Bourbon","Nut, Nougat, Sweet Cream, Dried Fruit, Caramel, Raisin",Colombia
"Ermelinda Sorto, Honduras Espresso","Lempira, Yellow Catuai, Ih90","Pomegranate, Tropical Fruit, Lychee, Chocolate, Berry, Herb, Rasp Berry",Honduras
Chiroso Caturra Washed,Chiroso Caturra,"Rose, Floral, White Grape, Herb, Honey, Citrus, Earthy",Colombia
Kenya Chesiro Espresso,"K7, Batian, Ruiru 11","Berry, Chocolate, Cocoa Nib",Kenya
Café Brisa Serena--Lebudu Kraik,"Timor Hybrid, Typica","Citrus, Nectarine, Stone Fruit",Timor Leste
Nguisse Nare - Lost & Found Natural,Ethiopian Landraces 74158,"Green Grape, Tropical Fruit, Sweet, Mango, Stone Fruit",Ethiopia
Finca La Hermosa Orange Gesha Washed Auction Lot,Orange Gesha,"Nut, Tropical Fruit, Floral, Jasmine, Sweet, Caramel, Citrus, Tea",Guatemala
Guatemala - Paty Perez - Finca El Diamante,"Bourbon, Caturra, Margogype","Tangerine, Tropical Fruit, Sweet Cream, Brown Sugar, Caramel, Citrus",Guatemala
Ethiopia - Hada Molecha - Coffee Cherry Coferment,"74148, 74110, 74165, 74112","Pie, Lime, Floral, Sweet Cream, Jasmine, Citrus, Tea",Ethiopia
COLOMBIA La Muralla,"Caturra, Castillo, Pink Bourbon, Gesha","Lime, Floral, Sweet Cream, Butter, Candy, Caramel, Citrus, Honey",Colombia
Hamasho Natural,74158 And Ethiopian Landraces,"Peach, Floral, Berry, Sweet, Stone Fruit",Ethiopia
Mitad Del Mundo,"Typica, Caturra, Bourbon","Toffee, Lemon, Red Apple, Caramel, Citrus",Ecuador
San Juan,"Bourbon, Catimor, Catuai","Peach, Fudge, Lemon, Chocolate, Citrus, Stone Fruit",Peru
Brazil Oberon,"Mundo Novo, Catuaí","Nut, Chocolate, Caramel",Brazil
"Philippine Nano Lot Series, Lot 1019","Typica, Bourbon, San Ramon","Dried Fruit, Cocoa Powder, Date, Lemon, Chocolate, Herb, Citrus",Philippines
Mexico Nayarit Peaberry,"31% Catuai, 53% Caturra, 14% Criollo Typica, 2% Mundo Novo.","Tropical Fruit, Tamarind, Clove, Chocolate, Flan, Spice, Citrus, Sweet",Mexico
Thailand Doi Saket Typica,Thai Typica,"Lemon, Tropical Fruit, Citrus, Tea",Thailand
INDOGLOW,"Typica.Lini S288, S795, Cobra","Cherry, Berry, Green Apple",Indonesia
DECADENT,"Caturra, Colombia, Castillo, Pink Bourbon","Nut, Nougat, Sweet Cream, Milk Chocolate, Caramel, Butter Milk",Colombia
Dinkinesh: Riripa Natural,1974-1975 Jarc Selections And Ethiopian Landraces,"Tropical Fruit, Citrus, Floral",Ethiopia
Persephone Blend,"Ethiopian Heirlooms, Bourbon Mayaguez 139","Lime, Floral, Grape, Citrus, Sweet",Kenya
Colombia Striped Red Bourbon,Striped Red Bourbon,"Tropical Fruit, Black Berry, Plum, Berry, Orange, Citrus, Stone Fruit",Colombia
Guatemala: Antonio Ramirez,"Bourbon, Caturra, Catuai, And Pache Verde","Dark Chocolate, Plum, Chocolate, Apple, Stone Fruit",Guatemala
Colombia: El Nevado,"Caturra, Colombia, And Castillo","Sugar, Dried Fruit, Raisin, Caramel, Sweet",Colombia
ETHIOPIA DOUBLE SOAK WASHED,"74110, 74112, Dega, Wolisho","Tangerine, Tropical Fruit, Peach, Persimmon, Berry, Cherry, Citrus, Stone Fruit",Ethiopia
HONDURAS ANAEROBIC DOUBLE WASHED,Ihcafe90,"Wine, Green Apple, Fermented, Apricot, Spice, Caramel, Sweet, Stone Fruit",Honduras
"Wania Maria, Brazil 250g","Bourbon, Catuaí, Mundo Novo, Arara","Nut, Sugar, Macadamia, Sweet Cream, Dried Fruit, Date, Chocolate, Cocoa",Brazil
"Illimani, Bolivia 250g",Catuaí & Typica,"Chest Nut, Nut, Tropical Fruit, Floral, Fermented, Barley, Sweet, Lemon, Vegetal, Melon, Herb, Honey, Citrus, Tea",Bolivia
Maria Martins,Aranas,"Nut, Pistachio, Roasted, Pear, Brown Sugar, Caramel, Sweet",Brazil
Marilyn Laucata Chinalla Micro Lot,"Caturra, Bourbon, And Typica","Dried Fruit, Ginger, Sweet, Brown Sugar, Caramel, Raisin, Spice",Peru
Bwishaza - CM Natural,"Arabica, Bourbon","Tropical Fruit, Cran Berry, Dried Fruit, Sweet, Berry, Cinnamon, Brown Sugar, Orange, Citrus, Caramel, Spice",Rwanda
Mexico San Fernando,"Red Catuaí, Yellow Catuaí","Caramel, Fig, Dried Fruit",Mexico
Costa Rica - Daniela Gutierrez Dry Process,"Caturra, Catuai, Tipica Costaricense","Nut, Pea Nut, Tropical Fruit, Lime, Floral, Roasted, Dried Fruit, Sweet Cream, Straw Berry, Cherry, Berry, Butter, Honey, Orange, Citrus, Tea",Costa Rica
Konga Natural,"Jarc 74110, 74148","Tropical Fruit, Berry, Chocolate, Cocoa Nib, Banana",Ethiopia
"EL TRIUNFO LOT 3. COLOMBIA. HUILA | RIPE PEAR, TANGERINE, & MALTED CHOCOLATE.","Caturra, Colombia, & Tabi","Tangerine, Tropical Fruit, Pear, Chocolate, Malt, Citrus, Sweet",Colombia
"Honduras, Proyecto Cabañas Espresso","Lempira, Catuai, Ihcafe 90, Pache","Cherry, Berry, Dried Fruit, Stone Fruit",Honduras
"Honduras, Steven Murcia","Parainema, Pacas","Sweet Cream, Marsh Mallow, Vanilla, Red Apple",Honduras
Mpemba,"Bourbon, Mbirizi, Jackson","Honey, Citrus, Tea, Sweet",Burundi
Juan David Embus Arusi Heirloom Ethiopia,"Arusi, Ethiopia Heirloom","Berry, Chocolate, Floral",Colombia
Slow Down - Decaf,"Caturra, & Castillo","Sweet Cream, Straw Berry, Berry, Milk Chocolate, Jam, Custard",Colombia
Honduras - Proyecto Cabanas,"Lempira, Catuai, Ihcafe90, And Pacas","Nut, Sweet, Berry, Herb, Tea",Honduras
Ecuador - El Sauce,"Criollo, Bourbon, Pacas, San Salvador & Catimor","Sweet, Brown Sugar, Caramel, Citrus, Tea",Ecuador
Quebradón,"Caturra, Bourbon, Tabi","Peach, Milk Chocolate, Cream, Caramel, Stone Fruit",Colombia
Brazil Daterra Summer Solstice,Bourbon Amarelo,"Nut, Rose, Lavender, Floral, Lemon, Berry, Citrus, Tea",Brazil
Colombia Cattleya Excelso,"Colombia, Castillo, And Caturra","Lavender, Floral",Colombia
Kenya Nyeri AB Giakanja,"Arusha, Dega, Ruiru 11, Sl28 & Sl34","Tropical Fruit, Tamarind, Plum, Acid, Citrus, Sweet, Stone Fruit",Kenya
Malawi Mpanga AAA Plus RFA,Sl28 And Catimor,"Tropical Fruit, Floral, Lychee, Vegetal, Lemon, Plum, Chocolate, Herb, Malt, Caramel, Citrus, Sweet, Stone Fruit",Malawi
Guatemala Ayarza Wine Series Natural,"Red & Yellow Catuai And Bourbon, And Pache","Rose, Wine, Floral, Fermented, Berry, Rasp Berry",Guatemala
Kenya Nyeri Thuti AA,"Batian, Ruiru11, Sl28 & Sl34","Apple, Pear, Nectarine, Stone Fruit",Kenya
Tanzania Mwika North AMCOS,Bourbon And Jackson Bourbon,"Pie, Nut, Tropical Fruit, Lychee, Sweet Cream, Ginger, Apricot, Nutmeg, Spice, Stone Fruit",Tanzania
El Salvador El Gobiado Rainbow Bourbon Anaerobic Natural,"Orange, Yellow & Red Bourbon","Tropical Fruit, Nectarine, Papaya, Mango, Stone Fruit",El Salvador
East Timor Letefoho Natural,"Bourbon, Hybrido De Timor, And Typica","Stone Fruit, Floral, Peach, Rum",Timor Leste
Fuchsia Carnival Espresso Roast,"Pink Bourbon, Bourbon Amarelo","Chocolate, Dark Chocolate, Cocoa",Colombia
Tanzania Ngorongoro Finagro Plantations Gaia Estate Citric Acid - Espresso Roast,"Bourbon N39, Kent, Sl28, Sl34, Tacri, Ruiru-11, And Batian",,Tanzania
Kenya Thiririka Ndundu AA,"Sl28 & Sl34, Ruiru 11, And Batian","Plum, Grape, Nectarine, Stone Fruit",Kenya
"Colombia Amigos del Huila, Washed EA Decaf","Caturra, Castillo, Tabi","Dried Fruit, Toffee, Raisin, Caramel, Sweet",Colombia
Jose Rojas,Colombia & Castillo,"Pie, Nut, Black Berry, Peach, Sweet Cream, Berry, Caramel, Stone Fruit",Colombia
"GuatemalaCubito, Luis Pedro Zelaya","Bourboncito B300, Bourbon","Tropical Fruit, Floral, Dried Fruit, Apricot, Milk Chocolate, Cream, Orange, Citrus, Stone Fruit",Guatemala
"GuatemalaCuevitas, Renardo Ovalle","San Ramon, Pacas","Nut, Nougat, Sweet Cream, Straw Berry, Berry, Milk Chocolate",Guatemala
"EthiopiaMusa Abalulesa, Limu","Jarc 74410, 74165","Concord Grape, Berry, Vanilla, Rasp Berry, Sweet",Ethiopia
Huila DECAFFEINATED FIELD BLEND - WASHED Colombia,"Caturra, V. Colombia, Castillo","Dark Chocolate, Lemon, Chocolate, Jam, Citrus, Sweet",Colombia
Karimikui AA - Kenya,"Sl28, Sl34, Baitan, Ruiru","Berry, Rasp Berry, Floral, Citrus",Kenya
Colombia Pioneers Decaf,"Colombia, Caturra, Tabi, Bourbon","Milk, Sweet Cream, Straw Berry, Berry, Cherry, Caramel",Colombia
Bolivia San Ignacio,"Catuai, Typica + Caturra","Nut, Pecan, Chocolate, Cocoa, Sweet",Bolivia
Ethiopia - Deri Kidame Hambela | Natural,"Wolisho, Kurume & Dega","Tropical Fruit, Straw Berry, Berry, Apricot, Red Grape, Cream, Orange, Citrus, Stone Fruit",Ethiopia
Ethiopia - Musa Abalulesa Oma Fontule | Washed,74110 & 74165,"Tropical Fruit, Peach, Floral, Jasmine, Blue Berry, Berry, Orange, Citrus, Tea, Stone Fruit",Ethiopia
Asman Arianto,"Bor Bor, Ateng, Catimor, Timor","Cotton Candy, Fermented, Wine, Sweet",Indonesia
Zen,"Colombia, Castillo, Pink Bourbon","Apple, Sweet Cream, Berry, Butter, Cherry, Caramel, Anise, Spice",Colombia
Mindful,Pache San Ramon & Red Catuai,"Nut, Tropical Fruit, Dark Chocolate, Sweet Cream, Almond, Chocolate, Butter, Orange, Citrus",Guatemala
Oatmeal Breakfast - Robusta,Ecurobusta,"Dried Fruit, Chocolate, Apricot, Apple, Raisin, Stone Fruit",Ecuador
The Duet,"Chiroso, Parainema","Dark Chocolate, Floral, Plum, Chocolate, Stone Fruit",Colombia
Java Frinsa Estate,"Ateng Super, Bor Bor, Sigarar Utang","Chocolate, Tropical Fruit, Sweet, Banana",Indonesia
Wanja Kersa - Dry Process,Jarc Selections,"Tropical Fruit, Black Berry, Lime, Water Melon, Berry, Citrus, Sweet",Ethiopia
Mikuba,"Red Bourbon, Mibirizi","Dried Fruit, Berry, Apricot, Cherry, Caramel, Stone Fruit",Burundi
Necessary Blend,"Typica, Bourbon, Caturra, Ethiopian Landraces","Brown Sugar, Chocolate, Caramel, Sweet",Peru
Stowaway,"Bourbon, Jarc Selections","Nut, Sugar, Floral, Toast, Chocolate, Caramel, Sweet",El Salvador
Honduras El Pino,Yellow And Red Pacas,"Cream, Floral, Berry, Milk Chocolate, Cherry",Honduras
Prospect,"Ethiopian Heirlooms Landraces, Bourbon, Typica","Lime, Herb, Caramel, Citrus, Earthy",Ethiopia + Guatemala
Wallabout,"Red Catuaí, Marsellesa, Caturra, Typica","Toffee, Chocolate, Brown Sugar, Caramel, Sweet",Brazil + Mexico
#103 Wash-Processed Coffee Beans from Kenya,"Sl34, Sl28, Ruiri 11","Lemon, Chocolate, Bergamot, Herb, Citrus",Kenya
Decaffeinated Wash-Processed Coffee Beans from Mexico,"Tipica, Bourbon, Caturra","Nut, Nougat, Sweet Cream, Caramel, Apple",Mexico
Colombia Aponte Village,"Caturra, Bourbon, Castillo","Tropical Fruit, Sweet Cream, Dried Fruit, Berry, Papaya, Cherry, Honey",Colombia
Bombe,"74158, 74110, 74112","Lemon, Berry, Citrus, Tea",Ethiopia
Java Frinsa Collective,"Andung Sari, Bor Bor, Kartika, Ateng","Tangerine, Tropical Fruit, Dried Fruit, Citrus, Raisin",Indonesia
Bali Kintamani,"Bourbon, S795 & Usda 762 Typica, And Catimor","Tangerine, Tropical Fruit, Straw Berry, Berry, Citrus",Indonesia
"SUMATRA GAYO - Aceh, Indonesia (natural process)","Catimor, Tim Tim, Bourbon, Ateng Super, P-88","Sweet Cream, Berry, Spice, Rasp Berry",Indonesia
Bolt,"Colombia, Castillo, Caturra, Bourbon","Chocolate, Sweet",Central And South America
Day Dream,Ethiopia Landrace; Red Bourbon,"Berry, Rasp Berry, Floral, Citrus",Rwanda
Lake Effect,"Sl28; Kurume, Ethiopia, Landrace; Ethiopian Heirloom","Tropical Fruit, Elder Flower, Floral, Stone Fruit, Apricot, Citrus, Blood Orange",Kenya; Ethiopia
"ESPRESSO ~ Juicebox Series ~ Gathugu AA from Nyeri, Kenya",Sl28 & Ruiru 11,"Sweet Cream, Plum, Pudding, Earthy, Stone Fruit",Kenya
"Zelelu Ararso ~ 74110 & 74112 varieties from Yirgacheffe, Ethiopia",74110 & 74112 Varieties,"Berry, Tropical Fruit, Tea, Coconut",Ethiopia
"Los Guacharos ~ - from Huila, Colombia","Caturra, V.Colombia, Bourbon, Castillo","Tropical Fruit, Sweet Cream, Butter, Orange, Citrus",Colombia
"Decaf La Muralla - San Agustin, Colombia","Caturra, Castillo, Colombia, Pink Bourbon","Floral, Sweet Cream, Cinnamon, Brown Sugar, Caramel, Citrus, Tea, Spice",Colombia
"Basha Bekele - Kokose, Ethiopia",Walega,"Nectarine, Floral, Straw Berry, Berry, Cherry, Stone Fruit",Ethiopia
"Danipaguache, Mexico","Bourbon, Typica, Caturra, Mundo Novo","Nut, Cashew, Plum, Chocolate, Stone Fruit",Mexico
"Black Condor, Colombia","Caturra, F6, Castillo","Peach, Fermented, Grape Fruit, Caramel, Citrus, Sweet, Stone Fruit",Colombia
"Tierra de Mi Padre, Mexico","Caturra, Mundo Novo, Bourbon","Nut, Macadamia, Sweet Cream, Fermented, Chocolate, Berry, Rasp Berry",Mexico
Atitlán Natural - Guatemala,"Caturra, Bourbon, Catuaí, Pache","Tropical Fruit, Peach, Dried Fruit, Berry, Apple, Sweet, Stone Fruit",Guatemala
PNG Kuta Kofi Mill,"70% Typica, 15% Bourbon, 15% Arusha","Tropical Fruit, Cran Berry, Berry, Tea, Mango, Stone Fruit",Papua New Guinea
El Gato Blend,"Yellow Catuaí, Yellow Catucaí, Acaiá, Yellow Bourbon, Castillo","Dark Chocolate, Plum, Chocolate, Apple, Stone Fruit",Colombia
Frequency Blend,"Yellow Catuaí, Yellow Catucaí, Acaiá, Yellow Bourbon","Sugar, Dried Fruit, Raisin, Caramel, Sweet",El Salvador
Burundi Yandaro,Bourbon Mayaguez 139,"Lime, Dried Fruit, Date, Persimmon, Citrus",Burundi
Peru Marañón River Valley,"Bourbon, Catimor, Caturra, Pache And Typica","Sweet Cream, Dried Fruit, Chocolate, Berry, Marsh Mallow, Cherry",Peru
Rwanda Jarama Kivubelt,Bourbon Varieties,"Plum, Citrus, Fig, Stone Fruit",Rwanda
MELLOW CARAMELO // Brazil Filter,"Yellow Bourbon, Catuai, Catucai","Spice, Candy, Caramel, Apple, Sweet",Brazil
Ethiopia Danche,Wolisho And Dega,"Cotton Candy, Peach, Floral, Sweet, Stone Fruit",Ethiopia
Peru Carmen de la Frontera,"Caturra, Bourbon, Typica & Catimor","Green Apple, Mousse, Sweet Cream, Chocolate, Maple Syrup, Spice",Peru
Red Lotus Espresso,Ethiopian Landraces / 74110 / 74110/74112,"Straw Berry, Berry, Chocolate, Cocoa, Jam, Rasp Berry, Sweet",Ethiopia
Guatemala Los Volcanes,"Bourbon, Catuai, Caturra, Typica","Dried Fruit, Chocolate, Berry, Caramel, Rasp Berry, Raisin",Guatemala
Rung'eto PB - Kenya,"Batian, Ruiru 11, Sl 28, Sl34","Currant, Berry, Jam, Caramel, Apple, Sweet",Kenya
Guatemala Finca La Providencia Espresso,"Bourbon, Catuai, Caturra, Mundo Novo","Nut, Fermented, Pear, Amaretto, Chocolate Truffle, Chocolate, Sweet",Guatemala
Gitwe,Red Bourbon & Assorted Field Varieties,"Persimmon, Grape, Berry, Cherry, Acid, Sweet, Spice",Burundi
"Peña Blanca, Guatemala 12 oz.","Bourbon, Caturra, Catuaí, Typica","Green Grape, Pear, Sweet, Vanilla",Guatemala
Valle Del Santuario,"Bourbon, Pache, Caturra","Dried Fruit, Toffee, Vanilla, Caramel, Sweet",Peru
Buchiro,"Mulungu, Mixed Bourbon Types","Lime, Sweet, Berry, Citrus, Tea",Democratic Republic Of The Congo
Buliza,Bourbon Mayaguez 71 & 139,"Berry, Fermented, Cran Berry",Rwanda
ASUVIM,Pache And Typica,"Dried Fruit, Raisin, Sweet, Stone Fruit",Guatemala
SPECIAL BLEND - POLARIS,"Caturra, Catuai, Ethiopian Heirloom","Nut, Chocolate, Caramel, Almond",Guatemala
SUMATRA - INDONESIA,"Abyssinia, Atend, Gayo 1, Tim Tim","Tropical Fruit, Citrus, Sweet, Berry, Rasp Berry, Tea",Indonesia
Silver Monk • Ethiopia • Gesha & Heirloom • Seasonal Blend,Gesha & Ethiopian Heirloom,"Citrus, Floral",Ethiopia
Laclo,Timor,,Timor Leste
Las Capucas,"Pacas, Caturra","Currant, Fermented, Chocolate, Berry, Bran, Spice, Acid, Caramel, Sweet",Honduras
Wuri,"Ethiopian Heirloom, Typica","Peach, Fermented, Bergamot, Citrus, Stone Fruit",Ethiopia
Fazenda Casa Nova,"Red Catuai, Yellow Catuai, Catucai","Nut, Dark Chocolate, Fig, Nougat, Sweet Cream, Dried Fruit, Chocolate",Brazil
El Madroño,"Caturra, Catuai, Pacas","Dried Fruit, Chocolate, Berry, Apricot, Cherry, Sweet, Spice, Stone Fruit",Nicaragua
Nicaragua - La Llamarada,"Catuai, Caturra, Marsellesa","Nut, Tropical Fruit, Floral, Sweet Cream, Dried Fruit, Date, Cashew, Passion Fruit, Berry, Milk Chocolate, Citrus",Nicaragua
Unicorn Pony 11 Year Anniversary Blend!!!,"Metu Bishari, Gera, Merdcheriko","Black Berry, Sweet Cream, Straw Berry, Lemon, Grape, Berry, Maple Syrup, Jam, Candy, Citrus",Ethiopia
El Salvador - Amarancia,"Yellow, Orange, Pink Bourbon","Flower, Floral, Sweet, Herb",El Salvador
Destroyer,"Caturra, Pache, Bourbon, Ethiopian Heirlooms","Peach, Sweet Cream, Stone Fruit",Guatemala
Mass Appeal,"Typica, Castillo, Bourbon, Caturra, Colombia","Sugar, Sweet Cream, Cookie, Milk Chocolate",Colombia
Decaf EA Colombia,"Typica, Caturra, Mundo Novo","Chocolate, Berry, Cherry, Candy, Sweet",Colombia
Honduras Damien Chavez,"Red & Yellow Bourbon, Pacas","Tangerine, Tropical Fruit, Nectarine, Chocolate, Citrus, Stone Fruit",Honduras
Ethiopia Reko,"Kurume, Mixed Heirloom","Floral, Jasmine, Straw Berry, Sweet, Lemon, Berry, Citrus, Tea",Ethiopia
Guatemala Rosalío Martinez,"Bourbon, Caturra, Pache, Java","Caramel, Honey, Chocolate, Citrus",Guatemala
Guatemala Los Jovenes,"Bourbon, Catuai, Cattura","Nut, Tropical Fruit, Hazel Nut, Sweet Cream, Milk Chocolate, Orange, Citrus",Guatemala
Friend Zone Decaf,"Caturra, Typica, Castillo, Colombia","Nut, Nougat, Sweet Cream, Lemon, Citrus, Tea",Colombia
The Answer,"Caturra, Yellow Bourbon, Heirloom","Chocolate, Caramel, Berry",Ethiopia
Chit Chat // Seasonal Blend,"Ethiopian Landraces, Castillo, Colombia, Tabi, Bourbon","Milk Chocolate, Cream, Citrus",Colombia
Decaf El Tablón,"Castillo, Catimor, Colombia","Tropical Fruit, Water Melon, Chocolate, Berry, Cherry",Colombia
FAM // Holiday Blend,"Pink Bourbon, Ruiru 11, Sl28, Batian, Gibirinna 74110, Serto 74112",Sweet,Colombia
Colombia: Las Perlitas,"Caturra, Castillo, Colombia, Geisha And Pink Bourbon","Green Grape, Basil, Vegetal, Herb, Vanilla, Sweet",Colombia
Brattle Blend,Dega Jarc,"Citrus, Lemon, Berry, Rasp Berry, Sweet",Ethiopia
Colombia: La Plata,"Caturra, Colombia, & Castillo","Nut, Sweet Cream, Milk Chocolate, Honey, Caramel, Apple",Colombia
Guatemala: Las Palomas,"Catuai, Caturra, Pache, Bourbon","Nut, Tropical Fruit, Citrus, Nougat, Sweet Cream, Berry, Orange, Rasp Berry",Guatemala
Uganda: Yembek Double Fermentation,"Sl-34, Others","Tropical Fruit, Plum, Berry, Orange, Citrus, Tea, Stone Fruit",Uganda
Honduras - Iris Suyapa Chicas - Natural,"Pacas, Lempira, Catuai, Bourbon","Nut, Pie, Nougat, Sweet Cream, Berry, Grape Fruit, Citrus",Honduras
Ethiopia - Hada Molecha - 96 Hours Extended Fermentation,"74148, Kurume, Dega, Wolisho, 74110, 74165, 74112","Nut, Floral, Sweet Cream, Fermented, Flower, Chocolate, Pudding",Ethiopia
Kitty Claus 2023 - Ethiopia Gera Anaerobic Natural - 12oz,"74-110, 74-112, 74-140, 47-165","Wine, Fermented, Straw Berry, Blue Berry, Berry, Cherry, Sweet",Ethiopia
Costa Rica - Las Lajas - Black Honey,"Catuai, Caturra, Villa Sarchi","Pie, Cran Berry, Sweet Cream, Rhubarb, Vegetal, Berry, Acid, Apple",Costa Rica
El Salvador - Finca Rumania,"Bourbon, Catimor, Caturra, Sarchimor","Nut, Peach, Fermented, Berry, Caramel, Rasp Berry, Sweet, Stone Fruit",El Salvador
Honduras - Proyecto Cabanas - Mezcla Natural,"Lempira, Catuai, Ihcafe, Pache","Tropical Fruit, Floral, Citrus, Berry, Honey, Orange, Rasp Berry, Sweet",Honduras
Brayan Joven,"Gesha, Pink Bourbon, Chiroso","Tropical Fruit, Papaya",Colombia
Las Perlitas,Pink Bourbon And Caturra,"Sweet Cream, Straw Berry, Berry, Milk Chocolate, Cherry",Colombia
Musa Abalulesa,"Ecx 74110, 74165","Nut, Lime, Peach, Sweet Cream, Lemon, Berry, Butter, Citrus, Stone Fruit",Ethiopia
Sumatra Sidkalang Poda Wet-Hulled,"Caturra, Typica, Timor Hybrid","Dried Fruit, Clove, Spice, Caramel, Raisin",Indonesia
Guatemala Atitlán Finca Patzibir,"Cattura, Catuai, Bourbon, Typica","Nut, Green Apple, Nougat, Sweet Cream, Brown Sugar, Caramel, Spice",Guatemala
17ft Ceiling,"Ethiopian Heirloom, Robusta","Nut, Dried Fruit, Almond, Berry, Cherry, Caramel",Ethiopia
Sumatra Aceh Terang Ulen COE #9,"Ateng, Typica, Tim Tim","Tropical Fruit, Clove, Cinnamon, Spice, Apple",Indonesia
Costa Rica Tarrazú La Lia COE #5,San Roque Kenia,"Tropical Fruit, Dried Fruit, Tamarind, Date, Berry, Cherry, Citrus",Costa Rica
"PEQUEÑOS. COLOMBIA. HONEY PROCESS | FREEZE DRIED BERRIES, HIBISCUS, & WHITE CHOCOLATE.",Caturra & Colombian,"Floral, White Chocolate, Dried Fruit, Chocolate, Berry",Colombia
"FEELING GRAPE VOL 2. HONDURAS. NATURAL | TABLE GRAPES, CHERRY, PEAR, CHERIMOYA, & ""MINERALS.""","Pacas, Yellow Catui, & Pacamara","Tropical Fruit, Pear, Grape, Berry, Cherry",Honduras
"ROSENDO DOMINGO. GUATEMALA. HUEHUETENANGO | TAMARIND, CRANBERRY, & NOUGAT.",Caturra & Pache Verde,"Nut, Tropical Fruit, Cran Berry, Nougat, Sweet Cream, Tamarind, Berry, Citrus",Guatemala
"FLAVOR DRINKER. COLOMBIA. DECAF | APPLE PIE, CHOCOLATE.","Caturra, Castillo, Tabi And Colombia","Pie, Sweet Cream, Chocolate, Apple",Colombia
Cocatu,"Bm139, Bm71, Bourbon Jackson","Tropical Fruit, Sweet",Rwanda
The Filter Blend,"Catuai, Typica, Timor Hybrid","Acid, Caramel, Sugar, Sweet",Honduras
Vista Hermosa Espresso,"Red And Yellow Bourbon, Caturra, Pache","Nut, Nougat, Sweet Cream, Milk Chocolate, Acid, Orange",Guatemala
Kiangoi Peaberry,"Sl28, Sl34 & Batian","Citrus, Rhubarb, Vegetal, Berry, Acid, Rasp Berry, Tea, Sweet",Kenya
Sweetshop,"Jarc 74110, Jarc 74112, Ethiopian Heirlooms","Candy, Sweet",El Salvador
All Night Decaf,"Caturra, Tabi, Variedad Colombia, Yellow Bourbon",,Colombia
All Day,"Castillo, Caturra, Typica, Bourbon","Toffee, Red Apple, Honey, Caramel, Sweet",Colombia
All Day,"Caturra, Typica, Bourbon, Castillo, Variedad Colombia","Toffee, Red Apple, Honey, Caramel, Sweet",Colombia
Danche - 5 Day Anaerobic Washed,"1974-1975 Jarc Selections, And Ethiopian Landraces","Tropical Fruit, Peach, Floral, Lychee, Flower, Lemon, Citrus, Stone Fruit",Ethiopia
Lica Torres - Black Cherry,Milenio & Catuai,"Tropical Fruit, Dark Chocolate, Chocolate, Berry, Cherry, Orange, Citrus, Sweet",Costa Rica
The Future - Chocolate Covered Strawberries,Castillo | Catuai,"Wine, Fermented, Straw Berry, Chocolate, Berry, Jam, Sweet",Colombia | Panama
The Future - Champagne New Year,"Castillo | Caturra | 1974-1975 Jarc Selections, And Ethiopian Landraces","Tropical Fruit, Floral, Fermented, Cream, Apple, Mango, Stone Fruit",Colombia
