Name,Variety,Flavors,Producer Country
Cherry Pie,Ombligon & Castillo,"Berry, Brown Sugar, Cherry, Caramel, Sweet",Colombia
Bella Carmona,"Bourbon, Typica","Tropical Fruit, Sugar, Sweet Cream, Milk Chocolate, Red Apple, Orange, Citrus",Guatemala
"ブレンド ""13,210.68"" / Los Madrigal - SL28, Typica / COSTA RICA","Typica, Sl28",,Costa Rica
El Salvador Las Dos Sofias Mario Valiente Kenya Natural,Sl-28 And Sl-32,"Tropical Fruit, Floral, Apricot, Melon, Stone Fruit",El Salvador
Kenya / Gatiti AA,"Ruiru11, Sl28, Batian","Sweet Cream, Cinnamon, Grape Fruit, Honey, Citrus, Spice",Kenya
Guatemala Milder Velásquez,"Bourbon, Caturra, Catuai, Pache, San Ramon","Toffee, Plum, Berry, Cherry, Caramel, Stone Fruit",Guatemala
KENYA Coffea Circulor Orbi Ruiru 11 AB Washed WX,Ruiru 11 Isolated Ab,"Biscuit, Rhubarb, Vegetal, Plum, Cream, Acid, Stone Fruit",Kenya
Exceedingly Rare Los Rodriguez Family Bolivia SL-28 x Caturra,"Caturra, Sl28","Rose, Black Berry, Floral, Dried Fruit, Straw Berry, Berry",Bolivia
Cinco De Junio,"Caturra, Typica, Bourbon, Catuai","Nut, Dark Chocolate, Pear, Almond, Chocolate",Nicaragua
Randolfo Pacheco,"Pache, San Ramon","Dried Fruit, Sweet, Grape, Vanilla, Brown Sugar, Caramel, Raisin",Ecuador
Sumatra Blue Batak,"Sigarrarutang, Ateng And Typica","Sweet, Red Grape, Stone Fruit",Indonesia
Espresso El Salvador Bales,Bales,"Tropical Fruit, Plum, Cinnamon, Spice, Orange, Citrus, Stone Fruit",El Salvador
Guatemala Alfredo Alvaro Ramirez Lot 4 - Los Pinos,"Bourbon, Catimor, Caturra","Nut, Pear, Berry, Chocolate, Rasp Berry",Guatemala
Luis Aguirre - Frukt,Caturra Like Hybrid,,Colombia
Lime Ball - Dak,Cenicafe,"Lime, Sweet Cream, Clove, Herb, Citrus, Cheese, Spice",Colombia
Fluffy Peach - Dak,Wolisho & Dega,"Milk, Peach, Floral, Elder Flower, Cream, Tea, Stone Fruit",Ethiopia
Kenya Kamviu Washing Station By Gaikundu Fcs,Sl28 & Rairu 11,"Black Berry, Tropical Fruit, Cran Berry, Currant, Sweet Cream, Berry, Grape Fruit, Orange, Citrus",Kenya
Benti Nenka 74114 Ethiopia,74114,"Nut, Peach, Nectar, Caramel, Citrus, Sweet, Stone Fruit",Ethiopia
Thunguri Nyeri Ab - Three Marks,"K7, Ruiru 11, Sl28, Sl34","Blue Berry, Berry, Grape Fruit, Honey, Citrus, Sweet",Kenya
Santa Luz - Obadiah,H3,"Acid, Tropical Fruit, Fermented, Apple",Nicaragua
Korongo Fw Ab - Three Marks,"Blue Mountain, Bourbon , Sl28 , Typica","Nut, Dried Fruit, Date, Marzipan, Chocolate, Cocoa, Sweet",Tanzania
Ace Mafafas Mexico,"Typica, Caturra, Costa Rica, Marsellesa, Sarchimor","Bergamot, Berry, Milk Chocolate, Cream, Citrus, Tea",México
Macondo Play,Bourbon Red,"Nut, Straw Berry, Berry, Cherry, Caramel, Sweet",Colombia
Honduras Piedras Amarillas Espresso,Pacas And Bourbon,"Peach, Straw Berry, Berry, Jam, Sweet, Stone Fruit",Honduras
"Ethiopia Chelbesa One, Washed Landraces","Kurume, Wolisho","Stone Fruit, Citrus, Peach, Floral",Ethiopia
Victor Calderon La Pia,Bourbon And Caturra,"Nut, Nougat, Sweet Cream, Chocolate, Apple",Guatemala
The Top Shelf Blend Limited Edition,"Tabi, Ethiopian Heirlooms","Currant, Floral, Berry, Herb, Rasp Berry, Sweet",Colombia
Brazil Pedra Grande Espresso,Obatá,"Chocolate, Tropical Fruit, Red Apple",Brazil
Meteitei Aa Kenya Omni Roast Helle Rostung,"Ruiru11, Batian, K7","Currant, Floral, Cherry, Berry, Grape Fruit, Citrus",Kenya
Don Joel Sl28,Sl28 San Roque,"Tropical Fruit, Floral, Citrus, Grape, Berry, Jam, Honey, Orange, Rasp Berry, Sweet",Costa Rica
Guatemala Todosantarita,"Pache, Caturra & Typica","Dark Chocolate, Chocolate, Spice, Apple, Sweet",Guatemala
Blend Kawa,"Yellow Catuaí, Caturra, Mundo Novo, Typica","Nut, Hazel Nut, Chocolate",Brazil & Peru
Bresil Boa Esperanca,"Yellow Catuaí, Mundo Novo","Nut, Chocolate, Caramel, Sweet",Brazil
Vinhal Lemongrass,Topazio,"Nut, Citrus, Hazel Nut, Vegetal, Lemon, Herb, Spice, Cardamom",Brazil
Kocherekochere - Square Mile,"Welisho, Dega, Kurume","Nectarine, Floral, Honey, Citrus, Tea, Sweet, Stone Fruit",Ethiopia
KENYA Kamwangi AA - Washed / 250g,"Sl28, Sl34, Ruiru11","Tropical Fruit, Floral, Fermented, Berry, Orange, Citrus",Kenya
Atlas Coffee Program Leaves Coffee La Negrita Victor Gallo,Victor Gallo,"Peach, Spice, Citrus, Apple, Sweet, Stone Fruit",Colombia
Bener Meriah,Abyssinia. Typica.,"Green Grape, Black Berry, Peach, Cider, Berry, Spice, Citrus, Apple, Sweet, Stone Fruit",Indonesia
Pulcal Single Origin Espresso,"Bourbon, Caturra, Tekisik","Nut, Green Apple, Hazel Nut, Brown Sugar, Caramel, Sweet",Guatemala
Ethiopia Danche,"Wolisho, Kurume","Tropical Fruit, Peach, Floral, Berry, Orange, Citrus, Stone Fruit",Ethiopia
Costa Rica Los Tonos Natural Anaerobic,Milenio F1,"Nut, Sweet Cream, Fermented, Almond, Vanilla, Spice, Mango",Costa Rica
Eternal Light Colombia,"Yellow Bourbon, Caturra","Tropical Fruit, Stone Fruit, Apricot, Citrus, Tea, Blood Orange",Colombia
Ngurueri,"Batian, K7, Ruiru 11","Tropical Fruit, Peach, Sweet, Lemon, Citrus, Mango, Stone Fruit",Kenya
New Belgium,"Catuai, Caturra, Bourbon","Dark Chocolate, Peach, Sugar, Chocolate, Berry, Sweet, Stone Fruit",Costa Rica
Finca Santa Sofia • El Salvador • Natural Kenyan,Kenyan,"Black Berry, Citrus, Sweet Cream, Fermented, Lemon, Berry, Rasp Berry",El Salvador
El Salvador Las Mercedes El Rubi Honey,Bourbon And Sl28,"Tropical Fruit, Caramel, Citrus",El Salvador
"Gesha Reckoning • Panama, Colombia & Ethiopia • Gesha Blend","Gesha, Caturra, Ethiopian Heirlooms","Nectarine, Sweet Cream, Fermented, Honey, Citrus, Stone Fruit",Colombia & Ethiopia
Organic Guatemala Todos Santos,"Caturra, Bourbon, Sarchimor, Anacafe","Nut, Hazel Nut, Berry, Cherry, Caramel",Guatemala
Thailand Ayo And Mika Medium Roast,"Catuai, Mix","Nut, Tropical Fruit, Wine, Dried Fruit, Fermented, Cashew, Chocolate, Berry, Rasp Berry, Apple",Thailand
Kenya Gatomboya AA Dark Roast 200g,"Sl28, Sl34 Aa","Dried Fruit, Fermented, Sweet, Chocolate, Berry, Bran, Liqueur, Raisin, Earthy",Kenya
Tanzania Acacia Hills Geisha Washed 100g,Geisha Aa,"Tropical Fruit, Lavender, Nectarine, Currant, Floral, Sweet Cream, Caramel, Berry, Yogurt, Brown Sugar, Candy, Orange, Citrus, Tea, Stone Fruit",Tanzania
Kerehaklu Estate Anoxic Natural,Sl6,"Nut, Hazel Nut, Straw Berry, Praline, Berry, Chocolate, Cocoa, Jam, Caramel, Sweet",India
Marco Echeverri Finca Las Nubes,"Geisha, Wush Wush, Pink Bourbon","Spice, Fermented, Sweet, Rum",Colombia
"CONCEPCION VILLATORO / Typica, Bourbon, Caturra - Fully Washed / GUATEMALA","Typica, Bourbon, Caturra","Nut, Sweet Cream, Fermented, Almond, Chocolate, Red Apple, Cocoa",Mexico
Guatemala Buena Esperanza,"Bourbon, And Caturra","Green Grape, Cream, Nectarine, Fermented, Pear, Spice, Stone Fruit",Guatemala
Kolumbie – Inzá – Washed,"Tabi, Pink Bourbon, Caturra And Colombia","Tropical Fruit, Fig, Lime, Floral, Dried Fruit, Spice, Orange, Citrus, Anise",Colombia
UGANDA Nafuna Washed WX,"Nyanzaland, Sl14, Sl28","Tropical Fruit, Cream, Berry, Milk Chocolate, Cherry, Orange, Citrus",Uganda
"Kenya Mara, Batian, Ruiru11 - Natural","Batian, Ruiru 11","Tropical Fruit, Lavender, Floral, Blue Berry, Berry, Orange, Citrus",Kenya
Lost Highway Seasonal Espresso Mexico,"Typica, Bourbon, Sarchimor","Nut, Marzipan, Chocolate, Berry, Cherry, Sweet",Mexico
Bolivia Cima Del Jaguar Espresso,Icatu Rojo,"Dark Chocolate, Chocolate, Honey, Caramel, Apple",Bolivia
Guatemala Finca La Serrania Kimono Natural,Kimono,"Tropical Fruit, Lime, Sweet, Plum, Grape, Candy, Jelly, Citrus, Apple, Mango, Stone Fruit",Guatemala
Decaf Colombia,"Pink Bourbon, Colombia, Caturra","Tropical Fruit, Chocolate, Cocoa, Vanilla, Orange, Citrus, Sweet",Colombia
Organic Honduras Manos De Mujer Washed Fair Trade,"Catuaí, Catimor, Icatuí","Chocolate, Caramel, Citrus, Toffee",Honduras
Spooky,Bourbon & Ethiopia Landraces,"Nut, Cider, Cherry, Berry, Spice, Apple, Sweet",Peru
Gachatha Aa,"Sl28, Sl34, Batian & Ruiru 11","Tropical Fruit, White Chocolate, Plum, Chocolate, Herb, Stone Fruit",Kenya
Impact Espresso,"Yellow Catucaí, Mundo Novo & Yellow Bourbon","Nut, Hazel Nut, Caramel, Apple",Brazil
Ribang Gayo Natural Sumatra,"Abyssinia, Ateng, Tim Tim, Gayo 1, Gayo 2","Tropical Fruit, Citrus, Sweet Cream, Lemon, Berry, Pudding, Banana, Rasp Berry",Indonesia
Segude,"Jarc 74110, Jarc 74140","Peach, Straw Berry, Chocolate, Berry, Stone Fruit",Ethiopia
Kaffebonner Guatemala Las Palomas,"Caturra, Catuai, Bourbon And Tipica","Tropical Fruit, Sweet Cream, Fermented, Berry, Milk Chocolate, Citrus, Blood Orange",Guatemala
Terraform Seasonal Filter Blend Autumns Vicar,"Ethiopian Heirlooms, Ethiopian Landraces, Gesha","Tropical Fruit, Peach, Guava, Floral, Honey, Stone Fruit",Ethiopia
Organic Guatemala Tojquia,"Bourbon, Caturra & Sarchimor","Cream, Floral, Berry, Milk Chocolate, Cherry",Guatemala
Artemira Bourbon Catuai,Bourbon & Catuaí,"Rose, Lime, Currant, Floral, Berry, Citrus",Peru
"Mexico Xánat #1 Espresso, Washed Field Blend","Sarchimor, Marselellesa, Typica","Sweet Cream, Dried Fruit, Chocolate, Butter, Caramel",Mexico
Mustefa Abalulessa Ethiopia 2024,"74110, 74165","Pie, Sweet Cream, Honey, Apple",Ethiopia
Bener Meriah Anaerobic Wet-Hulled Lychee *Limited Release*,"Typica, Regional Catimors","Rose, Tropical Fruit, Floral, Lychee, Fermented, Cream, Orange, Citrus, Tea",Indonesia
Calahute Espresso,Bourbon & Caturra,"Nut, Hazel Nut, Dried Fruit, Fermented, Chocolate, Cocoa, Apple",Guatemala
Kenya Kagumoini Aa,Sl28 - Sl34 - Ruiri 11,"Peach, Nectarine, Berry, Cherry, Stone Fruit",Kenya
Norma Iris Fiallos Maragogipe,Maragopipe,"Nut, Tropical Fruit, Hazel Nut, Dried Fruit, Toast, Mango, Maple Syrup, Citrus, Sweet, Stone Fruit",Honduras
Kiangoi,"Sl34, Sl28, K7, And Ruiru 11","Tropical Fruit, Floral, Citrus, Berry, Jam, Rasp Berry, Sweet, Blood Orange",Kenya
Decaf Jardin Espresso,"Caturra, Variedad De Colombia","Nut, Dark Chocolate, Chocolate, Wal Nut, Sweet",Colombia
Daterra Calabria,"Red Bourbon, Yellow Bourbon","Nut, Dark Chocolate, Berry, Chocolate, Cherry, Wal Nut",Brazil
Sesongot Perkebunan • Sumatra • Anaerobic Natural Ateng,Ateng,"Black Berry, Vegetal, Lemon, Chocolate, Cedar, Berry, Herb, Citrus, Earthy",Indonesia
/022 Guatemala — Buena Vista,"Caturra, Bourbon, Pache, Catuaí","Nut, Tropical Fruit, Almond, Milk Chocolate, Cream, Orange, Citrus",Guatemala
Coffee Finca Santa Isabel - Natural,"Obata, Catimor",,Guatemala
Organic Guatemala Joyabaj Chauquenem Natural Fair Trade,"Bourbon, Catuaí, Caturra","Blue Berry, Black Berry, Dried Fruit, Berry",Guatemala
Bolivia Don Pancho,"Typica, Caturra, And Catuai","Dried Fruit, Cocoa Powder, Salted, Berry, Apricot, Chocolate, Caramel, Sweet, Stone Fruit",Bolivia
Myanmar Pao Lot 110 Catuai Pulped Natural Honey,Catuai & Misc Varietals,"Nut, Currant, Lemon, Berry, Cedar, Herb, Caramel, Citrus, Sweet, Earthy",Myanmar
Myanmar Behind The Leaf Lot 293 Syrina Anaerobic Koji Natural,Syrina,"Floral, Grape, Berry, Blue Berry, Cherry",Myanmar
Kilimanjaro Cascara Esp,"Bourbon, Kenia","Toffee, Berry, Cream, Caramel, Rasp Berry",El Salvador
Equinox Seasonal Espresso,"Ethiopian Landraces, Ethiopian Heirlooms","Tropical Fruit, Floral, Melon, Honey, Tea",Ethiopia
Kenya Gichathaini Washed Single Origin Filter,"Sl28,Sl34, Ruiru 11 & Batian","Tropical Fruit, Lime, Floral, Citrus, Sweet",Kenya
Luisa Siles,"Caturra, Maragohype, Maracaturra","Plum, Chocolate, Fig, Stone Fruit",Nicaragua
Otoño Blend,"Caturra, Catuai, Sl28, Sl34, Ruiru, Batian","Tangerine, Tropical Fruit, Fig, Persimmon, Citrus",Kenya
Worka Chelbessa Ethiopia,Jarc Selections Ethiopian Heirlooms,"Tropical Fruit, Guava, Floral, Jasmine, Papaya, Tea",Ethiopia
Mexico Fincael perrico,"Marsellesa, Oro Azteca","Nut, Tropical Fruit, Green Apple, Dried Fruit, Pecan, Mango, Stone Fruit",Mexico
Mexico Cifuentes family,"Bourbon, Caturra, Catimor","Tangerine, Tropical Fruit, Lime, Cream, Spice, Citrus",Mexico
Don Rafa,Gesha & Caturra,"Tropical Fruit, Sweet Cream, Fermented, Berry, Melon, Vanilla",Mexico
Santa Clara,Panama Gesha,"Tropical Fruit, Dried Fruit, Fermented, Chocolate, Cocoa, Orange, Citrus, Tea",Guatemala
La Pllata Decaf,"Caturra, Castillo And Variedad Colombia","Nut, Dark Chocolate, Currant, Roasted, Almond, Berry, Chocolate",Colombia
Finca Alto Bonito,"Caturra, Castillo And Colombia","Nut, Sweet Cream, Butter, Caramel, Spice",Colombia
Aricha Espresso,"Kurume, Dega & Wolisho","Floral, Fermented, Grape, Apricot, Butter, Cream, Caramel, Spice, Stone Fruit",Ethiopia
Mitad Del Mundo,"Typica, Caturra & Bourbon","Cherry, Chocolate, Berry",Ecuador
Raro Boda,"Wolisho, Dega & Kurume","Rose, Tropical Fruit, Floral, Lychee, Lemon, Jam, Citrus, Sweet",Ethiopia
El Nevado Espresso,"Caturra, Castillo & Colombi","Nut, Sugar, Marzipan, Berry, Caramel, Sweet",Colombia
Organic Decaf Honduras Comsa,"Catuai, Caturra, Lempira, Pacas","Nut, Nougat, Sweet Cream, Caramel, Citrus",Honduras
Organic Guatemala Qejnhah,"Red And Yellow Caturra, Bourbon","Tropical Fruit, Caramel, Apple, Dried Fruit",Guatemala
Organic Mexico Santuario,"Bourbon, Caturra, Typica, Anacafe, Pacamara","Dried Fruit, Cookie, Toffee, Sweet, Chocolate, Caramel, Raisin",Mexico
Organic Harvest Blend,"Caturra, Bourbon, Sarchimor, Catimor, Anacafe","Nut, Clove, Spice, Wal Nut, Apple, Sweet",Guatemala
Twenty 4 Hours,Liberica X Arabica,"Chocolate, Tropical Fruit, Mango, Stone Fruit",Unknown
Ethiopia Negele Gorbitu Anaerobic Natural Hopi,"Dega, Wolisho And Kurume","Tropical Fruit, Raisin, Wine, Dried Fruit, Fermented, Straw Berry, Sweet, Passion Fruit, Berry, Jam, Mango, Stone Fruit",Ethiopia
Guatemala Santa Felisa Classic Geisha Series,African Geisha,"Cream, Floral, Jasmine, Flower, Lemon, Bergamot, Custard, Citrus, Tea",Guatemala
Guatemala Santa Felisa Classic Geisha Series,Geisha 2722,"Rose, Tropical Fruit, Peach, Floral, Nectar, Straw Berry, Sweet, Berry, White Grape, Jam, Citrus, Mango, Stone Fruit",Guatemala
Ethiopia Worka Nenke By Abraham Mengiste,74410,"Tangerine, Tropical Fruit, Peach, Floral, Sweet Cream, Jasmine, Fermented, Straw Berry, Bergamot, Berry, Mango, Jam, Citrus, Tea, Stone Fruit",Ethiopia
Indonesia Raja Harimau Lintong,Onan Ganjang,"Tropical Fruit, Citrus, Fermented, Berry, Cedar, Tobacco, Herb, Orange, Rasp Berry, Vanilla, Sweet, Earthy",Indonesia
Kenya Muthigi-ini AA 200g,"Sl28, Sl34, Batian, Ruiru11","Cream, Berry, Honey, Currant",Kenya
Peru El Progreso Anaerobic Washed,Yellow Maragogype,"Tangerine, Tropical Fruit, Nectarine, Berry, Citrus, Tea, Stone Fruit",Peru
Brazil Daterra Pulped Natural,Guarani,"Vegetal, Lemon, Herb, Citrus, Tea",Brazil
Los Santos Guatemala,"Bourbon, Caturra, Typica, Catuaí","Chocolate, Dark Chocolate, Sweet Cream",Guatemala
Low Caffeine Daterra Reserve Aramosa Laurina,Aramosa & Laurina,"Pomegranate, Milk Chocolate, Cream, Caramel",Brazil
Ethiopia Arbegona Rumudamo,"Ethiopian Landraces, 74112","Blue Berry, Berry",Ethiopia
Finca San Sebastian Washed Pink B Gesha Huila Colombia,Gesha & Pink Bourbon,"Nut, Nougat, Sweet Cream, Dried Fruit, Clove, Chocolate, Berry, Cherry, Acid, Spice",Colombia
Honduras Pedro Garcia,Bourbon & Parainema,"Nut, Tropical Fruit, Almond, Berry, Cherry, Apple",Honduras
Costa Rica Las Lajas Ethiope,Ethiope,"Cherry, Pomegranate, Caramel, Berry",Costa Rica
EL TREBOL DECAF - Colombia Filter Coffee - Decaffeinated,"Castillo, Colombia, Caturra","Black Berry, Sugar, Cookie, Chocolate, Berry, Sweet",Colombia
PLANTATION - India Filter Coffee,S795,"Nut, Tropical Fruit, Sugar, Hazel Nut, Sweet Cream, Apricot, Milk Chocolate, Papaya, Stone Fruit",India
BRAZIL - Brazil filter coffee,Yellow Catuai; Red Catuai,"Nut, Nougat, Hazel Nut, Sweet Cream, Chocolate, Honey, Caramel",Brazil
Colombia | Villa Betulia -Bourbon Primitivo-,Bourbon Primitivo,"Pomegranate, Rose, Tropical Fruit, Floral, Lychee, Fermented, Grape, Spice, Bran, Caramel",Colombia
Colombia | La Maria -El Dorado-,Chilli Geisha,"Tropical Fruit, Peach, Floral, Dried Fruit, Plum, Herb, Orange, Citrus, Apple, Raisin, Stone Fruit",Colombia
Rungeto Kii Ab,"Sl28, Sl34, Batian, Ruiru-11","Tropical Fruit, Floral, Elder Flower, Citrus, Blood Orange",Kenya
El Aguacate Costa Rica,Villalobos And Caturra,"Lime, Floral, Lemon, Berry, Cherry, Citrus",Costa Rica
Sochiapam Mexico,"Typica, Pluma","Nut, Tropical Fruit, Pecan, Orange, Citrus, Apple, Sweet",México
Gamaliel Rios Ortiz Mexico,"Typica, Peñasco","Berry, Apricot, Rasp Berry, Tea, Stone Fruit",Mexico
Headliner Seasonal Espresso,"Typica, Caturra, Costa Rica, Marsellesa, Sarchimor, Bourbón, Catuaí, Villalobos","Tropical Fruit, Sweet Cream, Apricot, Milk Chocolate, Jam, Yuzu, Citrus, Stone Fruit",Guatemala
Wilder Lazo Panama Colombia Natural Espresso,"Geisha, Pink Bourbon","Citrus, Sweet, Nectarine, Stone Fruit",Colombia
Felipe Romão: Brazil,"Catuai, Catucai, And Mundo Novo","Nut, Nougat, Sweet Cream, Chocolate, Citrus",Brazil
Tambopata: Peru,"Typica, Caturra, And Bourbon","Spice, White Grape, Pear, Cinnamon",Peru
Juan Vargas Guatemala Light Filter,"Caturra, Red Catuai, Pache Verde","Tropical Fruit, Vanilla, Brown Sugar, Caramel, Sweet",Guatemala
Malaysia My Liberica Jh Pearl,Liberica Peaberry,Tropical Fruit,Malaysia
Last Call Amulet Guatemala,"Caturra, Bourbon, Pache","Dried Fruit, Date, Plum, Berry, Cherry, Sweet, Stone Fruit",Guatemala
Decaf Mexico,"Typica, Caturra, Munda Novo","Chocolate, Berry, Cherry, Candy, Sweet",Mexico
Kenya Maguta CM N Indigo 108,Ruiru,"Chocolate, Caramel, Grape",Kenya
Mystery Coffee,"Andungasari, Bor Bor, Katrika, Ateng","Coriander, Wood, Vegetal, Berry, Vanilla, Rasp Berry, Sweet, Earthy",Indonesia
【FOR MILK】ETHIOPIA Aricha - Washed / 250g,Dega,"Peach, Floral, Sweet, Honey, Tea, Stone Fruit",Ethiopia
Out Of Office,"Ethiopian Heirlooms, Dega, Bourbon","Green Apple, Peach, Straw Berry, Lemon, Berry, Citrus, Sweet, Stone Fruit",Ethiopia
Crazy Goat Blend,"Dega, Kurume","Dark Chocolate, Toffee, Chocolate, Spice, Caramel",Ethiopia
Sitio Santo Antonio Familia Peixoto Brazil,Yellow Catucaí,"Prune, Dried Fruit, Fudge, Chocolate, Caramel, Sweet",Brazil
El Salvador Cerro Las Ranas Honey,"Bourbon, Pacas, Caturra","Tropical Fruit, Floral, Straw Berry, Berry, Melon, Honey",El Salvador
Mexico San Augustin Loxicha,Pluma,"Nut, Sweet Cream, Pear, Butter, Caramel",Mexico
Organic Guatemala Huehuetenango Flor De Cafe,"Bourbon, Catimor, Catuaí","Lime, Apricot, Milk Chocolate, Cream, Citrus, Stone Fruit",Guatemala
Nicaragua La Bastilla,H17,"Nut, Tropical Fruit, Nougat, Sweet Cream, Chocolate, Cocoa, Spice, Orange, Citrus",Costa Rica
Guatemala Rosa Santa Barbara,"Caturra, Bourbon, Catimor","Vegetal, Lemon, Chocolate, Herb, Citrus, Sweet",Guatemala
Guatemala Huehuetenango Rio Azul Shb Ep,"Bourbon, Caturra, Catuaí","Spice, Caramel, Apricot, Stone Fruit",Guatemala
El Salvador Las Mercedes Pepinal,"Bourbon, Sl28","Tropical Fruit, Orange, Plum, Chocolate, Caramel, Citrus, Apple, Stone Fruit",El Salvador
Decaf Colombia Huila Ea,"Colombia, Caturra, Castillo","Sweet Cream, Chocolate, Malt, Stone Fruit",Colombia
Costa Rica Aquiares,F1 Centroamericano,"Tropical Fruit, Acid, Floral, Sweet Cream, Honey, Caramel, Apple, Stone Fruit",Costa Rica
Kenya Kiringa Pb,Sl34 & Sl28,"Currant, Floral, Rhubarb, Vegetal, Berry, Grape Fruit, Acid, Citrus",Kenya
Guatemala La Labor,"Bourbon, Catuai & Typica","Nut, Sweet Cream, Dried Fruit, Pecan, Almond, Milk Chocolate",Guatemala
Bella Carmona,Bourbon. Caturra.,"Fermented, Chocolate, Apricot, Agave, Caramel, Sweet, Stone Fruit",Guatemala
Nyeri Hill Kenya,Sl28. Sl34. Riuru 11.,"Currant, Floral, Berry, Vanilla, Sweet",Kenya
Nsoga Iweyza,Kent. N39.,"Spice, Berry, Chocolate, Ginger",Tanzania
Bella Carmona Honey,Bourbon. Dwarf Bourbon. Red Caturra. Yellow Caturra. Catimor Hybrids.,"Floral, Clove, Straw Berry, Berry, Apricot, Spice, Honey, Sweet, Stone Fruit",Guatemala
Mid-Century Blend,"74110, Ethiopian Heirlooms","Grape, Berry, Apricot, Rasp Berry, Stone Fruit",Ethiopia
Season curation,"Sudan Rume, Sarchimor","Nut, Pecan, Grape, Blue Berry, Berry, Caramel",Guatemala
Yellow Gesha Triple Staggered Nitrogen Flush White Honey Finca La Negrita,Yellow Gesha,"Pomegranate, Peach, Stone Fruit",Colombia
El Diviso Huila Colombia,"Castillo, Caturra And V. Colombia","Lime, Berry, Vanilla, Citrus, Sweet",Colombia
Desvelado Decaf Tolima Colombia,"Colombia, Castillo, Caturra, Tabi","Nut, Fudge, Chocolate, Red Apple, Caramel, Sweet",Colombia
Teamwork Seasonal Espresso Guatemala,"Caturra, Catuai, Bourbon & Pache","Nut, Chocolate, Apple, Almond",Guatemala
Brasilien Fortaleza Bobolink,"Bourbon, Obata, Catuai","Nut, Hazel Nut, Almond, Milk Chocolate, Cream",Brazil
Peru Nueva Florida,"Typica, Caturra, Bourbon, Pache","Sweet Cream, Dried Fruit, Citrus",Peru
Brasilien Pereira Sweet Bourbon,Yellow & Red Bourbon,"Nut, Dark Chocolate, Hazel Nut, Chocolate, Caramel",Brazil
Sumatra Ketiara Gayo,"Ateng, Gayo 1, Timtim","Dark Chocolate, Chocolate, Herb, Spice, Sweet, Stone Fruit",Indonesia
Costa Rica Del Fuego Choque Termico,Catuai & Caturra,"Fig, Sugar, Nectarine, Caramel, Sweet, Stone Fruit",Costa Rica
Mexico Tenejapa_En,"Marsellesa, Costa Rica, Typica And Caturra","Nut, Tropical Fruit, Hazel Nut, Lemon, Jam, Orange, Citrus, Sweet",Mexico
Specialty Coffee Indonesia Sadayana,"Sigarar, Utang, Timor, Typica","Black Berry, Chocolate, Berry, Honey, Sweet",Indonesia
Cyclist Coffee Blend,"Caturra, Red Catuai, Ethiopian Heirlooms","Spice, Citrus, Lime, Apple",Ethiopia
Costa Rica El Diamante,Caturra & Red Catuai,"Dark Chocolate, Ginger, Chocolate, Bread, Cinnamon, Spice, Sweet",Costa Rica
Prodotto Jump,"Castillo & Caturra, Red Catuai & Yellow Catuai, Ethiopian Heirlooms","Nut, Floral, Marzipan, Honey, Caramel, Sweet",Ethiopia
Prodotto Mammamia,"Catuai, F1, Ethiopian Heirlooms, Catuai","Spice, Chocolate, Dried Fruit, Dark Chocolate",Peru
Dragon Seasonal Espresso Brazil,"Mundo Novo, Catuai","Sweet Cream, Cherry, Berry, Milk Chocolate, Caramel",Brazil
Kenya Kiamugumo,"Atian, Sl28, Sl34, Ruiru 11","Lime, Currant, Biscuit, Berry, Citrus, Sweet",Kenya
Brygg,"Yellow Bourbon, Catuai & Caturra","Nut, Milk Chocolate, Cream",Brazil
