Name,Variety,Flavors,Producer Country
Burera,"Bourbon Mayaguez 71 & 139, Jackson, Rab C15","Tropical Fruit, Currant, Berry, Mango, Stone Fruit",Rwanda
"TRIO - A blend of Brazil, Kenya and Colombia",,"Cream, Acid",Ethiopia
"SOLO - Aldea Washed, Nicaragua","Caturra, Catuai, Bourbon","Nut, Sweet Cream, Dried Fruit, Acid, Citrus",Guatemala
Colombia Gilberto Chilito Geisha Washed 200g,Geisha,"Floral, Tea, Sweet Cream, Fermented, Plum, Yogurt, Acid, Citrus, Honey, Spice, Stone Fruit",Panama
Thailand Doi Pangkhon Kenya-Style Washed,"Catuai, Typica, Chiang Mai, Sj133","Floral, Tea, Sweet Cream, Plum, Acid, Citrus, Honey, Stone Fruit",Thailand
Holiday Candy Colombia Brayan Alvear Co-ferment,"Castillo, Caturra & Colombia","Grape, Acid, Sweet Cream",Colombia
Ethiopia Worka Sakaro Wine Process,Indigenous Heirloom,"Peach, Floral, Sweet Cream, Jasmine, Blue Berry, Berry, Acid, Tea, Stone Fruit",Ethiopia
El Salvador Emilio Lopez Diaz Pacamara Natural,Pacamara,"Floral, Sweet Cream, Cookie, Vegetal, Lemon, Red Apple, Herb, Acid, Citrus, Honey, Spice",El Salvador
"Colombia Floral Symphony Ombligon Nestor Lasso, Enthusiast Series",Ombligon,"Cotton Candy, Rose, Floral, Sweet Cream, Berry, Cherry, Acid, Tea, Spice",Colombia
"China Yunnan Lan-Lin Natural Anaerobic, Farm Direct",Catimor,"Tropical Fruit, Floral, Flower, Orange, Citrus, Tea",China
Yemen Yahya Natural Anaerobic Nax,Sl28,"Tropical Fruit, Dried Fruit, Tamarind, Date, Apricot, Citrus, Stone Fruit",Costa Rica
Peru Adhara Geisha Washed Wx,Geisha,"Tropical Fruit, Nectarine, Floral, Apricot, Acid, Caramel, Citrus, Mango, Stone Fruit",Panama
Panama Savage Coffees Spectrum Geisha Natural Anaerobic Carbonic Macerated Washed,Geisha,"Tropical Fruit, Cran Berry, Nectarine, Floral, Berry, Red Grape, Stone Fruit",Panama
Panama Savage Coffees Finca Deborah Terroir Geisha Washed,Geisha,"Nut, Sweet Cream, Almond, Bergamot, Apricot, Butter, Vanilla, Caramel, Citrus, Tea, Stone Fruit",Panama
Panama Savage Coffees Finca Deborah Nirvana Nitrogen Macerated Anaerobic Natural,Geisha,"Cotton Candy, Rose, Black Berry, Floral, Fermented, Berry, White Grape, Rasp Berry, Sweet",Panama
Panama Savage Coffees Finca Deborah Illumination Geisha Carbonic Maceration Carbonic Maceration Washed,Geisha,"Pomegranate, Black Berry, Peach, Bergamot, Berry, Cinnamon, Vanilla, Spice, Acid, Citrus, Sweet, Stone Fruit",Panama
Panama Savage Coffees Finca Deborah Enigma Geisha Carbonic Maceration Extended Natural,Geisha,"Tangerine, Rose, Cognac, Green Grape, Tropical Fruit, Floral, Fermented, White Grape, Herb, Spice, Citrus, Apple, Mango, Earthy, Stone Fruit",Panama
Panama Savage Coffees Finca Deborah Afterglow Geisha Natural,Geisha,"Black Berry, Lavender, Tropical Fruit, Floral, Toffee, Berry, Cinnamon, Cherry, Acid, Orange, Citrus, Caramel, Spice",Panama
Panama Lost Origin Geisha 010 017 Yeast Inoculation Yx,Geisha,"Nut, Tropical Fruit, Acid, Sugar, Almond, Plum, Berry, Cherry, Honey, Orange, Citrus, Sweet, Stone Fruit",Panama
Panama Longboard Geisha Windy Ridge 9 Washed Wx,Geisha,"Cotton Candy, Tropical Fruit, Lavender, Floral, Pear, Sweet, Plum, Brown Sugar, Acid, Orange, Citrus, Caramel, Stone Fruit",Panama
Panama Longboard Geisha Misty Mountain 21 Natural Nx,Geisha,"Tangerine, Tropical Fruit, Cran Berry, Cherry, Berry, Grape Fruit, Acid, Orange, Citrus",Panama
Panama Longboard Geisha Misty Mountain 17B Washed Wx,Geisha,"Tropical Fruit, Pear, Sweet, Grape, Honey, Orange, Citrus, Mango, Stone Fruit",Panama
Panama Janson Geisha Hacienda 391 Washed Wx,Geisha,"Lime, Sugar, Ginger, Lemon, Bergamot, Maple Syrup, Grape Fruit, Acid, Citrus, Sweet, Spice",Panama
Panama Janson Geisha Alpes 507 Washed Wx,Geisha,"Sugar, Toffee, Honey, Caramel, Sweet",Panama
Panama Janson Geisha Alpes 323 Natural Nx 1,Geisha,"Tropical Fruit, Cinnamon, Red Apple, Spice, Orange, Citrus",Panama
Panama Chevas Geisha 59 Natural Nx,Geisha,"Tropical Fruit, Black Berry, Floral, Fermented, Plum, Grape, Berry, Acid, Orange, Citrus, Stone Fruit",Panama
Panama Chevas Ceremonia Geisha Washed Wx,Geisha,"Bergamot, Caramel, Citrus, Toffee",Panama
Panama Altieri Dilgo Geisha Natural Cold Fermentation,Geisha,"Cotton Candy, Tropical Fruit, Berry, Melon, Rasp Berry, Sweet",Panama
Panama Altieri Chombi Geisha Washed Wx,Geisha,"Tropical Fruit, Acid, Nectarine, Toffee, Sweet, Bergamot, Caramel, Honey, Orange, Citrus, Mango, Stone Fruit",Panama
Panama Altieri Coffea Circulor Yuyi Typica Natural Geisha Macerated Nmx,Geisha,"Black Berry, Tropical Fruit, Sugar, Currant, Guava, Blue Berry, Berry, Red Grape, Acid, Sweet",Panama
PANAMA Agatsby Geisha CCX (WCIGS Winner),Geisha,"Green Grape, Pear, Peach, Stone Fruit",Panama
Panama Abu 2660 Geisha Washed Wx,Geisha,"Nut, Tropical Fruit, Acid, Sugar, Macadamia, Fermented, Bergamot, Spice, Honey, Orange, Citrus, Sweet",Panama
Panama Abu 1590 Geisha Natural Nx,Geisha,"Black Berry, Toffee, Plum, Blue Berry, Berry, Vanilla, Cherry, Acid, Caramel, Rasp Berry, Sweet, Stone Fruit",Panama
Kenya Coffea Circulor Ortho Isolated Batian Natural Multi Stage Deep Hypoxia Nhx,"Isolated, Sl28, H-Grade","Floral, Cider, Berry, Cherry, Honey, Sweet, Spice",Kenya
Kenya Coffea Circulor Oido Isolated Sl28 Natural Multi Stage Hypoxia Nhx,Sl28,"Black Berry, Dark Chocolate, Lavender, Fig, Floral, Plum, Berry, Chocolate, Cherry, Acid, Stone Fruit",Costa Rica
Kenya Coffea Circulor Bishop Isolated Ruiru 11 Aa Wet Hypoxia Dry Whdx,Ruiru 11,"Black Berry, Acid, Sugar, Straw Berry, Rhubarb, Vegetal, Lemon, Berry, Herb, Honey, Citrus, Sweet",Kenya
Ethiopia Konijo Natural Nx 2025,Ethiopian Heirlooms,"Tropical Fruit, Currant, Nectarine, Lychee, Berry, Apricot, Red Grape, Rasp Berry, Stone Fruit",Ethiopia
Ethiopia Gesha Village Gesha Oma A 21 Natural Nx,Gesha,"Cotton Candy, Tropical Fruit, Passion Fruit, Red Grape, Citrus, Sweet",Colombia
Ethiopia Gesha Village Gesha Oma 97 Honey Rhx,Gesha,"Floral, Vegetal, Lemon, Apricot, Herb, Honey, Citrus, Sweet, Stone Fruit",Colombia
Ethiopia Gesha Village Gesha Oma 22 Washed Wx,Gesha,"Rose, Tropical Fruit, Acid, Floral, Lemon, Apricot, Honey, Citrus, Sweet, Stone Fruit",Colombia
Ethiopia Elto Arbegona Washed Wx,74158,"Tangerine, Tropical Fruit, Toffee, Lemon, Bergamot, Apricot, Acid, Caramel, Citrus, Tea, Stone Fruit",Ethiopia
Ethiopia Dinsa Washed Wx,"Kurume, 74158","Tangerine, Tropical Fruit, Currant, Bergamot, Berry, White Grape, Apricot, Honey, Citrus, Stone Fruit",Ethiopia
Ethiopia Chaka Washed Wx Espresso,Ethiopian Heirlooms,"Nut, Tropical Fruit, Sugar, Floral, Citrus, Hazel Nut, Fermented, Chocolate, Cocoa, Spice, Malt, Orange, Nutmeg, Sweet",Ethiopia
Ecuador Meridiano Typica Mejorado Wx,Typica Mejorado,"Dried Fruit, Date, Berry, Cherry, Sweet, Spice",Ecuador
Ecuador Finca Cruz Loma Typica Honey Rhx,Typica,"Tropical Fruit, Plum, Red Apple, Mango, Stone Fruit",Ecuador
Colombia Reinaldo Chilito Pink Bourbon Washed Wx,Pink Bourbon,"Tropical Fruit, Goose Berry, Berry, Honey, Orange, Citrus, Sweet",Colombia
Colombia Mikava Reserva 10202 Geisha Carbonic Maceration Cmx,Geisha,"Tropical Fruit, Lime, Elder Flower, Floral, Straw Berry, Passion Fruit, Plum, Berry, Apricot, Acid, Orange, Citrus, Stone Fruit",Panama
Colombia Mikava Nebula 11402 Geisha Carbonic Maceration 120H Cmx,Geisha,"Tropical Fruit, Sweet Cream, Passion Fruit, Apricot, Butter, Caramel, Stone Fruit",Panama
Colombia Aurora Geisha Nmx Macerated Natural,Geisha,"Blue Berry, Straw Berry, Berry",Panama
Brazil Capadocia Yellow Catuai Natural Nx Espresso,Yellow Catuai,"Sugar, Spice, Caramel, Apple, Sweet",Brazil
Bolivia Yana Caturra Washed Wx Espresso,Caturra,"Tropical Fruit, Fudge, Milk Chocolate, Cream, Orange, Citrus",Colombia
Robinson Figueroa,Caturra,"Fig, Biscotti, Dried Fruit, Sweet, Chocolate, Spice, Caramel, Apple, Raisin",Colombia
Colombia La Finlandia,Pink Bourbon,"Floral, Straw Berry, Lemon, Berry, Vanilla, Honey, Citrus, Sweet",Colombia
Kiamagumo Ab,"Ruiru 11, Sl 28, Batian","Black Berry, Tropical Fruit, Berry, Grape Fruit, Citrus, Mango, Stone Fruit",Kenya
Kenya Kamwangi Ab,"Sl 28, Sl 34, Ruiru 11, Batian","Tropical Fruit, Floral, Fermented, Berry, Melon",Kenya
India Gundikhan Dry,Chandragiri,"Wine, Fermented, Grape, Herb, Spice, Sweet",India
Rwanda Dukunde Kawa,Heirloom,"Tangerine, Tropical Fruit, Pear, Citrus, Tea",Ethiopia
Colombia El Nevado,"Caturra, Colombia, Castillo","Sugar, Dried Fruit, Raisin, Caramel, Sweet",Colombia
Kenya Nyeri Kamoini Natural,Sl28,"Nut, Berry, Black Berry, Nutmeg",Costa Rica
Costa Rica Las Lajas Perla Negra Natural,Caturra,"Pomegranate, Wine, Sweet Cream, Fermented, Straw Berry, Berry, Milk Chocolate",Colombia
La Pradera,Pink Bourbon,"Cotton Candy, Pie, Floral, Sweet, Acid, Tea",Colombia
El Sol,Pink Bourbon,"Tropical Fruit, Sweet Cream, Jam, Acid, Orange, Citrus",Colombia
La Llanada,Sidra,"Peach, Floral, Herb, Mint, Tea, Stone Fruit",Colombia
La Pitina Honey,Catuai,"Tropical Fruit, Sweet Cream, Melon, Butter, Caramel",Costa Rica
Exceedingly Rare Los Rodriguez Family Bolivia Sl28 X Caturra,"Sl28, Caturra","Rose, Black Berry, Floral, Dried Fruit, Straw Berry, Berry",Bolivia
Colombia Mauricio Shattah Gesha,Gesha,"Rose, Black Berry, Floral, Lemon, Berry, Jam, Citrus, Sweet",Colombia
Mexico Chiapas Finca Santa Cruz,"Bourbon, Marsellesa","Tropical Fruit, Sweet Cream, Milk Chocolate, Vanilla, Brown Sugar, Orange, Citrus, Caramel",Mexico
Rwanda Nyamasheke Nyabumera Washed,Red Bourbon,"Nectarine, Floral, Dried Fruit, Vegetal, Lemon, Herb, Citrus, Raisin, Stone Fruit",Rwanda
La Negrita Yellow Gesha | Colombia,Gesha,"Green Grape, Tropical Fruit, Floral, Chamomile, Citrus, Blood Orange",Colombia
Aurelio Villatoro Pacamara,Pacamara,"Acid, Sweet Cream, Dried Fruit, Berry, Apricot, Milk Chocolate, Spice, Bran, Caramel, Citrus, Stone Fruit",El Salvador
Jhoan Vergara Red Bourbon,Red Bourbon,"Nut, Tropical Fruit, Acid, Sweet Cream, Fermented, Rum, Lemon, Berry, Pudding, Banana, Herb, Cherry, Bran, Citrus, Spice",Rwanda
La Esmeralda Washed Gesha,Gesha,"Tropical Fruit, Acid, Peach, Floral, Lychee, Jasmine, Tea, Flower, Lemon, Berry, Mango, Herb, Bran, Honey, Citrus, Apple, Sweet, Stone Fruit",Colombia
Rwanda Muhororo Washed Red Burbon,Red Bourbon,"Rose, Peach, Floral, Citrus, Stone Fruit",Rwanda
Colombia Jhonatan Gasca Natural Colombia,Colombia,"Tropical Fruit, Fermented, Rum, Berry, Chocolate, Cocoa, Spice, Rasp Berry, Apple",Colombia
Mexico Sipro Year 3,"Caturra, Mundo Novo","Tropical Fruit, Dried Fruit, Berry, Cherry, Orange, Citrus",Mexico
250g El Salvador finca Shangrila,Bourbon,"Peach, Lemon, Caramel, Citrus, Stone Fruit",Rwanda
250g Colombia Finca La Plata,"Caturra, Colombia","Plum, Spice, Honey, Apple, Sweet, Stone Fruit",Colombia
250g Nicaragua finca El Poste,"Caturra, Bourbon, Catuai, Catuai Amarillo","Chocolate, Tropical Fruit, Dark Chocolate, Melon",Nicaragua
250g Rwanda Sovu Womens Coffee,Red Bourbon,"Tropical Fruit, Plum, Honey, Citrus, Sweet, Stone Fruit",Rwanda
Carlos Jaramillo Gesha Ecuador,Gesha,"Tropical Fruit, Floral, Lemon, Honey, Citrus, Apple, Sweet",Colombia
"Colombia El Paraiso Luna, Geisha - Anaerobic in Mossto",Geisha,"Floral, Straw Berry, Sweet, Flower, Berry, Tea",Panama
"Ethopia Niguse Gemeda Mude Karamo, 74158 - Natural",74158,"Wine, White Chocolate, Fermented, Chocolate, Blue Berry, Berry, Sweet",Ethiopia
"Yemen East Haraz Jalal Jarmah, Ja'adi - Natural",Ja'Adi,"Fermented, Clove, Blue Berry, Chocolate, Berry, Herb, Earthy",Yemen
Brazil Nostalgic Japan - Classic Natural,,"Nut, Cashew, Brown Sugar, Caramel, Sweet",Ethiopia
"Colombia El Paraiso Letty, Geisha - Double Anaerobic Washed",Geisha,"Peach, Floral, Nectar, Sweet Cream, Berry, Apricot, Herb, Jam, Tea, Stone Fruit",Panama
"Peru Las Etiopes, Geisha - Natural",Geisha,"Peach, Stone Fruit, Tea, Floral",Panama
"Honduras El Zapote COE#4, Geisha - Fully Washed",Geisha,"Tropical Fruit, Floral, Jasmine, Orange, Citrus, Tea",Panama
"Panama Nuguo 382-N-MX, Geisha - Anaerobic Natural",Geisha,"Nut, Tropical Fruit, Lychee, Mango, Stone Fruit",Panama
"Panama La Huella, Catuai - Anaerobic Natural",Catuai,"Nut, Lavender, Floral, Sweet, Blue Berry, Chocolate, Berry, Tea",Costa Rica
"Colombia Las Margaritas, Geisha - Washed",Geisha,"Tropical Fruit, Floral, Cider, Jasmine, Spice, Orange, Citrus, Tea, Sweet",Panama
"Panama El Naranjal, Geisha - Washed",Geisha,"Tropical Fruit, Vegetal, Lemon, Berry, Herb, Orange, Citrus, Apple, Tea",Panama
"Costa Rica Don Joel, SL28 - White Honey",Sl28,"Spice, Caramel, Clove, Marmalade",Costa Rica
"Costa Rica Sumava de Lourdes, Villa Sarchi - Yellow Honey",Villa Sarchi,"Berry, Black Berry",Costa Rica
"Costa Rica Sumava de Lourdes, Geisha - Yellow Honey",Geisha,"Floral, Jasmine, Sweet, Lemon, Grape Fruit, Candy, Citrus, Tea",Panama
"Ethiopia Biloya, 74100, 74112 - Lactic Natural","74100, 74112","Sage, Berry, Tropical Fruit, Papaya",Ethiopia
"Guatemala El Injerto, Ethiopian Heirloom - Natural",Heirloom,"Cherry, Berry",Ethiopia
"Honduras Banaderos, Geisha - Washed",Geisha,"Tropical Fruit, Floral, Jasmine, Red Apple, Orange, Citrus, Tea",Panama
"Ethiopia Gesha Village Oma Auction Lot FE #4, Gesha 1931 - 72h Washed",Gesha 1931,"Tropical Fruit, Elder Flower, Floral, Sweet, Chamomile, Candy, Orange, Citrus, Umami",Ethiopia
"Yemen Al Mahjar, Yemenia - Carbonic Maceration Honey",Yemenia,"Cran Berry, Chocolate, Berry, Herb, Sage, Tea, Spice",Yemen
"Colombia Granito de oro, Chiroso - 168h Wet Fermentation Washed",Chiroso,"Rose, Tropical Fruit, Cran Berry, Floral, Dried Fruit, Berry, Jelly, Orange, Citrus, Sweet",Colombia
"Colombia Lasana Martin, Sidra - Semi Washed",Sidra,"Lemon, Citrus, Apple, Herb",Colombia
"Colombia La Roca, Geisha - 48h Anaerobic Honey",Geisha,"Tropical Fruit, Floral, Vegetal, Lemon, Chamomile, Herb, Orange, Citrus",Panama
"Panama Satamaria Angel Black BOP Auction Lot V09, Centroamericano - Natural",Centroamericano,"Berry, Floral, Chamomile, Elder Flower",Panama
"Panama Feryen BOP Auction Lot V03, Pacamara - Washed",Pacamara,"Floral, Fermented, Berry, Cherry, Apple, Sweet, Spice",El Salvador
"Panama Chevas Natural Magma BOP Auction Lot GN09, Geisha - Natural",Geisha,"Lavender, Elder Flower, Floral, Jasmine, Cream, Tea",Panama
"Panama Black Moon Constellation BOP Auction Lot V01, Chiroso - Natural",Chiroso,"Tropical Fruit, Sweet, Papaya",Colombia
"Guatemala San Isidro Chacaya, Maracaturra - Fully Washed",Maracaturra,"Green Apple, Currant, Berry, Herb, Mint",Nicaragua
"Colombia Perla Del Otun, Sudan Rume - Natural",Sudan Rume,"Tropical Fruit, Lychee, Melon, Mango, Stone Fruit",Colombia
"Panama Mil Cumbres, Geisha - Washed",Geisha,"Tropical Fruit, Floral, Grape Fruit, Orange, Citrus",Panama
"Panama Flying Pumas Panther, Geisha - Washed",Geisha,"Tropical Fruit, Floral, Flower, Orange, Citrus, Sweet",Panama
"Thailand Huai Mae Liam, Catuai, Tyipica, Chiang Mai - Anaerobic Natural","Catuai, Typica","Fermented, Blue Berry, Chocolate, Berry, Herb, Candy, Sweet",Thailand
"Ecuador Eliza, Geisha - Anaerobic Washed",Geisha,"Tropical Fruit, Elder Flower, Floral, Jasmine, Berry, Apple, Tea",Panama
"Panama El Pergamino, Geisha - Natural",Geisha,"Floral, Berry, Red Apple, Cherry, Sweet, Spice",Panama
"Colombia Los Capachos, Pink Bourbon - Washed",Pink Bourbon,"Citrus, Lime, Green Apple, Sweet",Colombia
"Colombia El Paraiso, Geisha - Washed",Geisha,Green Apple,Panama
"Panama Mount Totumas, Geisha - Cold Fermentation Natural",Geisha,"Floral, Jasmine, Sweet, Grape Fruit, Jelly, Citrus, Tea",Panama
"Panama Janson Lot.411, Geisha - Washed",Geisha,"Tropical Fruit, Floral, Jasmine, Vegetal, Lemon, Herb, Orange, Citrus, Tea",Panama
"Panama Janson Lot.474, Geisha - Natural",Gheisha,"Rose, Tropical Fruit, Floral, Plum, Jam, Orange, Citrus, Sweet, Stone Fruit",Panama
"Colombia Negrita, Typica Mejorado - Anaerobic Natural with Nitrogen Flush",Typica Mejorado,"Pomegranate, Tropical Fruit, Vegetal, Tomato, Apple, Sweet",Ecuador
"Ethiopia Sky Project Pearl, 74158 - Washed",74158,"Tropical Fruit, Lychee, Fermented, Berry, Apple",Ethiopia
"Ethiopia Sky Project Tomodachi, 74158 - Double Anaerobic Honey",74158,"Milk, Tropical Fruit, Peach, Sweet Cream, Stone Fruit",Ethiopia
"Panama Altieri, Geisha - Double Fermentation Natural",Geisha,"Milk, Cran Berry, Floral, Sweet Cream, Berry, Candy",Panama
"Panama Black Moon Midnight Spell, Mokha - Anaerobic Natural",Mokha,"Rose, Cran Berry, Floral, Sweet Cream, Berry",Panama
"[Dark roast] Ethiopia Karmachi Gesha ""Carbonic Maceration",Heirloom,"Wine, Sweet Cream, Dried Fruit, Fermented, Rum, Chocolate, Raisin, Spice",Ethiopia
[Daily Line] Kenya Thunguri AA,"Sl28, K7, Ruiru11, Batian","Tropical Fruit, Currant, Sweet Cream, Caramel, Plum, Berry, Brown Sugar, Orange, Citrus, Tea, Stone Fruit",Kenya
"[Daily Line] Brazil Espirit Santo ""Regional Lot Catucai 785",Catucai 785,"Nut, Hazel Nut, Sweet Cream, Pear, Brown Sugar, Caramel, Apple, Tea",Brazil
"【Nigussie Gemeda】Ethiopia Professor ""Natural Anaerobic",74158,"Floral, Sweet Cream, Chocolate, Blue Berry, White Grape, Apricot, Berry, Honey, Stone Fruit",Ethiopia
"【SHEWA Washed】Ethiopia Gesha Village SHEWA ""Growers Reserve",Gori Gesha,"Sweet Cream, Lemon, Brown Sugar, Caramel, Citrus, Tea, Stone Fruit",Ethiopia
"【Narsha Natural】Ethiopia Gesha Village Rarity ""Narsha Natural",Gesha1931,"Floral, Fermented, Lemon, Grape, Berry, Citrus, Tea",Ethiopia
Kenya Kangocho Espresso,"Batian, Sl28, Sl34","Pomegranate, Dried Fruit, Fig, Floral",Kenya
Abu Lot 7,Geisha,"Tropical Fruit, Guava, Berry, Red Grape, Rasp Berry, Apple",Panama
Banko Gotiti,Ethiopian Heirlooms,"Rose, Wine, Floral, Fermented, Straw Berry, Berry, Jam, Rasp Berry, Sweet",Ethiopia
Karinga,"Sl28, Sl34","Black Berry, Berry, Brown Sugar, Grape Fruit, Caramel, Citrus, Sweet",Kenya
Rianjagi,"Sl28, Sl34, Ruiru 11, Batian","Pomegranate, Tropical Fruit, Floral, Elder Flower, Mango, Stone Fruit",Kenya
Hambela Birebirsa,Ethiopian Heirlooms,"Nectarine, Floral, Jasmine, Lemon, Citrus, Tea, Sweet, Stone Fruit",Ethiopia
Heleanna,Ethiopian Heirlooms,"Elder Flower, Floral, Straw Berry, Lemon, Berry, Candy, Citrus, Sweet",Ethiopia
Mullugeta Muntasha Natural Sidama Ethiopia,75148,"Acid, White Grape, Tea, Berry",Ethiopia
Jhoan Vergara Pink Bourbon Huila Colombia,Pink Bourbon,"Acid, Floral, Fermented, Lemon, Bergamot, Berry, Candy, Citrus, Tea",Colombia
Jhoan Vergara Chiroso Huila Colombia,Chiroso,"Rose, Floral, Jasmine, Berry, Spice, Acid, Tea, Sweet",Colombia
Phuji Phantasy Natural Anaerobic Sidra Tolima Colombia,Bourbon Sidra,"Straw Berry, Pear, Chocolate, Berry, Acid, Citrus, Apple, Sweet",Colombia
Tiki Punch Sl 28 Huila Colombia,Sl-28,"Nut, Tropical Fruit, Dark Chocolate, Oat, Cran Berry, Sweet Cream, Fermented, Almond, Berry, Chocolate, Papaya, Apple",El Salvador
Mount Caramel,"Castillo, Caturra, Pink Bourbon","Nectarine, Sweet Cream, Pear, Caramel, Stone Fruit",Colombia
Cherry Pied Piper,"Tabi, Caturra","Nut, Pomegranate, Fermented, Almond, Berry, Cherry, Acid, Sweet",Colombia
Morning Star Washed Community Lot Huila Colombia,"Caturra, Bourbon, Colombia, Castillo","Floral, Pear, Berry, Acid, Rasp Berry, Honey, Sweet",Colombia
Artemira,Bourbon,"Plum, Tea, Sweet, Stone Fruit",Rwanda
Laayyoo,Ethiopia Landraces,"Tropical Fruit, Water Melon, Floral, Berry, Cherry",Ethiopia
La Pradera Gesha,Gesha,"Blue Berry, Stone Fruit, Berry, Floral",Colombia
Boa Vista,"Catuai, Catucai, Ipr 98","Nut, Nougat, Sweet Cream, Toffee, Caramel",Brazil
Dinkinesh Halo Hartume,"Jarc Selections, Ethiopian Landraces","Peach, Floral, Flower, Tea, Stone Fruit",Ethiopia
Akagera Urubyiruko Natural Rwanda,Red Bourbon,"Tropical Fruit, Cran Berry, Floral, Berry, Honey, Citrus, Sweet, Blood Orange",Rwanda
Dinkinesh Worka Chelbessa,1974-1975 Jarc Selections And Local Landraces,"Floral, Lemon, Bergamot, Acid, Citrus, Tea",Ethiopia
Loma La Gloria Unicorn Natural El Salvador,Red Bourbon,"Nut, Tropical Fruit, Peach, Dried Fruit, Date, Straw Berry, Berry, Caramel, Apple, Sweet, Stone Fruit",Rwanda
Popping Bottles,,"Bran, Acid",Ethiopia
Mujeres Divinas Colombia,"Caturra, Colombia, Castillo","Tangerine, Tropical Fruit, Milk Chocolate, Melon, Cream, Citrus",Colombia
Rio Dulce Gesha Jose Julian Giraldo Cafe 1959 Colombia,Gesha,"Tropical Fruit, Floral, Dried Fruit, Sweet, Lemon, Mango, Papaya, Citrus, Tea, Stone Fruit",Colombia
Best Of Yemen Lot 17 Al Oqabi Women Farmers Yemenia Natural Yemen,Yemenia,"Tropical Fruit, Peach, Floral, Lychee, Sweet, Vanilla, Tea, Stone Fruit",Yemen
【LiLo COFFEE】COLORFUL Blend ~Winter~,,"Tropical Fruit, Peach, Floral, Lychee, Fermented, Straw Berry, Berry, Jam, Cherry, Acid, Tea, Sweet, Stone Fruit",Ethiopia
KENYA Eaagads AA Washed,"Ruiru11, Sl28, K7","Tropical Fruit, Floral, Lemon, Apricot, Grape Fruit, Candy, Orange, Citrus, Honey, Sweet, Stone Fruit",Kenya
COSTA RICA Volcán Azul SL28 Fully Washed,Sl28,"Red Apple, Grape Fruit, Candy, Citrus, Sweet",Costa Rica
【喫茶】COSTA RICA Volcán Azul Geisha Anaerobic Natural,Geisha,"Rose, Wine, Floral, Jasmine, Fermented, Lemon, Berry, White Grape, Cherry, Citrus, Tea, Sweet",Panama
【喫茶】ETHIOPIA Niguse Gemeda Karamo Anaerobic Natural,74158,"Floral, Fermented, Flower, Berry, Red Grape, Spice, Rasp Berry, Sweet",Ethiopia
COLOMBIA Jardines del Eden Anaerobic Honey Infused Wine yeast & Lychee,Castillo,"Tropical Fruit, Peach, Floral, Lychee, Coconut, Honey, Sweet, Stone Fruit",Colombia
GUATEMALA Finca La Labor Francisco Quezada Carbonic Maceration,Bourbon,"Cran Berry, Wine, Fermented, Chocolate, Berry, Red Grape, Cherry",Rwanda
ETHIOPIA Yirgacheffe Aricha Mr. Ashenafi & Mr. Dawit Anaerobic Natural,Kurume,"Rose, Wine, Peach, Floral, Fermented, Straw Berry, Berry, Spice, Honey, Sweet, Stone Fruit",Ethiopia
GUATEMALA Finca La Soledad Geisha Fully Washed Long Fermentation,Geisha,"Tropical Fruit, Peach, Floral, Lychee, Jasmine, Lemon, Candy, Citrus, Tea, Sweet, Stone Fruit",Panama
【Seasonal Blend 2025.2】Shinyo-Shunsai Blend ~新陽春彩~,,"Tropical Fruit, Green Apple, Peach, Floral, Lychee, Flower, Honey, Sweet, Stone Fruit",Ethiopia
Volcanic,Pacamara,"Tropical Fruit, Acid, Nectar, Sweet Cream, Plum, Jam, Bran, Caramel, Apple, Stone Fruit",El Salvador
Los Pirinoes · Black Honey,Elite Bourbon,"Sweet Cream, Straw Berry, Berry, Apricot, Milk Chocolate, Stone Fruit",El Salvador
Chapadão,Icatu,"Nut, Sweet Cream, Almond, Chocolate, Caramel",Brazil
El Carmen · Decaf,Pink Bourbon,"Tropical Fruit, Fudge, Chocolate, Caramel, Apple",Colombia
